"station","arrondissement","mm","jj","n_tot","n_AM","n_PM","n_rush","temp","precip_ind"
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",9,1,46,8,16,24,15.3,0
"Mackay / Ste-Catherine","Ville-Marie",8,6,85,3,12,15,20,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",5,5,5,0,2,2,17.4,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",9,3,31,2,9,11,19.8,0
"Mackay / René-Lévesque","Ville-Marie",6,1,50,1,12,13,20.5,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",8,4,104,17,40,57,16.8,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",5,4,6,1,1,2,11.1,0
"Saint-Rémi / Valois","Laval",7,1,1,0,1,1,25.3,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",6,3,58,10,8,18,28.7,0
"Fullum / de Rouen","Ville-Marie",5,5,98,24,26,50,20.3,0
"Jean-Paul-Vincent / Adoncour","Longueuil",10,5,2,2,0,2,5.7,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",10,6,67,8,11,19,9.9,0
"Brittany / Ainsley","Mont-Royal",7,1,20,0,9,9,24.3,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",6,7,387,26,93,119,20.5,0
"Alexandre-DeSève / Ontario","Ville-Marie",5,7,81,8,8,16,13.8,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",8,2,89,19,25,44,23.9,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",10,4,77,15,12,27,14.8,0
"Aylmer / Ste-Catherine","Ville-Marie",5,2,78,2,44,46,21.8,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",9,2,6,2,2,4,15.7,0
"Union / Ste-Catherine","Ville-Marie",6,1,115,0,83,83,23.4,0
"de la Sorbonne / du Rousillon","Laval",9,7,1,1,0,1,19,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",9,1,65,14,17,31,15.7,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",5,6,54,2,8,10,14.3,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",10,1,30,7,6,13,17.3,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",8,4,116,18,31,49,26.8,0
"Robert-Bourassa / René-Lévesque","Ville-Marie",6,4,106,11,47,58,27.2,0
"Alexandre-DeSève / Ontario","Ville-Marie",5,1,79,6,19,25,22.1,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",8,1,29,5,4,9,18.8,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",5,2,82,22,25,47,17.7,0
"Graham / Brookfield","Mont-Royal",6,2,55,11,9,20,26.7,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",5,4,88,6,21,27,14.5,0
"St-Laurent / Joliette","Longueuil",7,6,18,1,3,4,25,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",6,2,9,2,2,4,15,0
"Gilford / Papineau","Le Plateau-Mont-Royal",10,3,73,17,17,34,16.4,0
"Hodge / Laperrière","Saint-Laurent",8,2,11,2,5,7,23.9,0
"Métro Préfontaine (Préfontaine / Hochelaga)","Mercier - Hochelaga-Maisonneuve",6,6,39,3,0,3,19.5,0
"Fullum / de Rouen","Ville-Marie",5,2,85,21,31,52,14.5,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",6,3,64,21,0,21,24.7,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",6,5,37,8,10,18,18.9,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",7,5,89,15,23,38,21,0
"St-Patrick / Briand","Le Sud-Ouest",7,3,44,7,7,14,22.8,1
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",7,4,60,8,21,29,25.4,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",10,2,39,13,8,21,16.4,0
"Atwater / Sherbrooke","Ville-Marie",7,5,64,3,13,16,25.3,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",10,3,59,12,12,24,15.7,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",9,6,135,7,43,50,16.4,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",6,5,81,14,25,39,18.4,0
"St-Dominique / Bernard","Le Plateau-Mont-Royal",5,4,41,6,12,18,11,0
"Mackay / Ste-Catherine","Ville-Marie",5,7,177,4,34,38,18.3,0
"5e avenue / Rosemont","Rosemont - La Petite-Patrie",6,4,35,15,6,21,21.5,1
"Le Corbusier / St-Martin O","Laval",6,7,3,0,3,3,21.8,1
"Mayfield / St-Martin O","Laval",10,7,1,0,1,1,7.5,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",7,7,136,14,33,47,23.8,0
"Aylmer / Prince-Arthur","Le Plateau-Mont-Royal",7,3,193,41,45,86,23.3,0
"de Côme / Jean-Talon","Saint-Léonard",6,6,12,2,3,5,21,0
"Le Corbusier / St-Martin O","Laval",10,5,6,1,2,3,17.1,0
"5e avenue / Rosemont","Rosemont - La Petite-Patrie",5,3,43,6,11,17,23.8,0
"Atwater / Sherbrooke","Ville-Marie",5,2,56,9,12,21,14.5,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",6,6,53,6,7,13,19.8,0
"Tupper / du Fort","Ville-Marie",6,2,92,8,26,34,23.3,0
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",10,1,30,8,7,15,12,0
"Brittany / Ainsley","Mont-Royal",7,3,13,4,6,10,22.8,1
"Melville / de Maisonneuve","Westmount",7,1,90,16,30,46,24.3,0
"Atwater / Sherbrooke","Ville-Marie",8,7,40,0,3,3,21.5,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",8,3,19,1,4,5,18.1,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",8,3,10,1,5,6,14.2,1
"Querbes / Laurier","Outremont",6,1,94,13,27,40,23.4,0
"Alexandre-DeSève / Ontario","Ville-Marie",8,3,144,30,35,65,19.2,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",10,5,93,22,32,54,5.7,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",7,6,125,4,29,33,23.1,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",10,3,18,7,3,10,15.7,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",7,4,20,5,6,11,20.1,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",9,4,146,22,49,71,20.1,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",10,3,55,12,12,24,9.7,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",8,6,109,6,28,34,21.4,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",6,2,70,17,16,33,23.3,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",6,4,101,18,18,36,21.5,1
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",5,2,112,35,33,68,17.7,0
"Parc de la Confédération (Fielding / West Hill)","Côte-des-Neiges - Notre-Dame-de-Grâce",9,1,37,7,7,14,22.4,0
"Boyer / Jean-Talon","Rosemont - La Petite-Patrie",5,1,52,6,17,23,15.3,0
"Aylmer / Ste-Catherine","Ville-Marie",6,4,72,2,36,38,15,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",5,3,66,18,12,30,11.7,0
"Querbes / Laurier","Outremont",6,2,91,23,25,48,22.4,0
"Bélanger / des Galeries d'Anjou","Anjou",10,6,16,0,7,7,7.2,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",10,5,121,16,37,53,10.3,0
"de Grenoble / de Cassis","Laval",9,1,1,0,0,0,22.4,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",8,7,7,0,0,0,21.5,0
"Wilderton  / Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",10,2,74,19,19,38,16.4,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",8,5,166,10,49,59,24.5,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",8,2,141,21,35,56,15.5,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",8,3,35,2,12,14,19.2,0
"Hodge / Laperrière","Saint-Laurent",9,1,2,1,0,1,15.7,0
"St-Germain / Hochelaga","Mercier - Hochelaga-Maisonneuve",6,1,29,0,11,11,20.5,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",7,6,67,12,17,29,25,0
"de Bullion / St-Joseph","Le Plateau-Mont-Royal",9,6,58,5,15,20,19.5,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",7,1,74,16,25,41,26.2,0
"Parc Bariteau (Saint-Georges)","Longueuil",10,6,2,0,2,2,7.2,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",10,4,6,0,1,1,6.7,0
"5e avenue / Rosemont","Rosemont - La Petite-Patrie",10,6,38,5,6,11,7.2,0
"St-Dominique / Bernard","Le Plateau-Mont-Royal",5,2,39,10,9,19,17.7,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",6,6,98,3,28,31,14.8,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",7,2,91,13,29,42,22.6,0
"Brittany / Ainsley","Mont-Royal",5,3,22,2,7,9,23.8,0
"Crescent / de Maisonneuve","Ville-Marie",7,7,189,4,38,42,23.5,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",10,7,45,2,6,8,13.1,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",5,5,71,10,25,35,14.2,0
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",10,2,160,34,47,81,16.4,0
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",8,4,153,21,52,73,21.3,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",7,5,17,0,6,6,25.3,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",8,4,44,5,12,17,16.9,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",6,1,40,1,10,11,20.5,0
"des Érables / Dandurand","Rosemont - La Petite-Patrie",6,4,66,18,12,30,20.2,0
"de Côme / Jean-Talon","Saint-Léonard",10,2,11,1,2,3,17,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",9,1,4,0,0,0,13.7,0
"de Bullion / St-Joseph","Le Plateau-Mont-Royal",10,4,56,16,14,30,14.8,0
"Michelet / Jean-Talon","Saint-Léonard",8,5,26,4,5,9,27.4,0
"des Érables / Dandurand","Rosemont - La Petite-Patrie",8,5,67,11,13,24,27.4,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",5,6,129,9,23,32,14.5,0
"Saint-Rémi / Valois","Laval",8,6,2,1,1,2,21.4,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",8,3,24,5,6,11,24,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",7,2,33,7,5,12,21.8,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",5,7,94,5,19,24,18.3,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",9,6,203,6,54,60,16.4,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",9,4,150,16,41,57,21.6,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",5,3,51,10,7,17,23.8,0
"Boyer / Jean-Talon","Rosemont - La Petite-Patrie",7,7,111,2,16,18,23.5,0
"Mackay / René-Lévesque","Ville-Marie",8,6,103,9,16,25,21.4,0
"Métro Préfontaine (Préfontaine / Hochelaga)","Mercier - Hochelaga-Maisonneuve",9,6,85,2,22,24,16.4,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",10,2,123,23,47,70,7.3,0
"des Érables / Dandurand","Rosemont - La Petite-Patrie",5,2,43,13,11,24,17.7,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",9,1,68,3,20,23,13.7,0
"Gilford / Papineau","Le Plateau-Mont-Royal",6,3,99,25,22,47,28.7,0
"Souligny / Desmarteau","Mercier - Hochelaga-Maisonneuve",6,7,20,0,9,9,15.8,0
"Dollard / Bernard","Outremont",8,4,41,11,8,19,16.9,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",8,5,60,10,10,20,20.1,1
"Irwin / Allard","LaSalle",5,3,22,7,10,17,16.7,0
"St-Dominique / Bernard","Le Plateau-Mont-Royal",8,4,64,7,17,24,26.8,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",8,3,103,16,27,43,19.2,0
"de Chenonceau / Chomedey","Laval",9,5,1,0,1,1,20.1,0
"St-Laurent / Joliette","Longueuil",10,5,11,1,3,4,12.3,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",6,7,164,6,37,43,15.8,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",10,1,20,4,4,8,17.3,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",8,3,4,0,1,1,24,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",10,7,166,7,51,58,13.1,0
"Desaulniers / Marquette","Longueuil",10,7,4,1,2,3,2.7,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",6,4,242,34,40,74,21.5,1
"St-Laurent / Joliette","Longueuil",5,2,12,2,3,5,14.5,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",8,2,51,14,11,25,15.5,0
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",5,4,32,6,7,13,11.1,0
"St-Jacques / St-Laurent","Ville-Marie",7,6,48,4,8,12,22.7,0
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",5,6,80,4,15,19,20.5,0
"Métro Snowdon (Circle / Queen-Mary)","Côte-des-Neiges - Notre-Dame-de-Grâce",5,7,45,5,5,10,13.8,0
"Émile-Journault / de Châteaubriand","Ahuntsic-Cartierville",10,2,55,11,16,27,17,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",10,4,123,32,41,73,14.8,0
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",6,3,69,11,21,32,24.7,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",10,4,158,32,46,78,14.8,0
"Mayfield / St-Martin O","Laval",5,6,2,0,1,1,20.5,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",8,5,190,21,45,66,19.2,0
"29e avenue / St-Zotique","Rosemont - La Petite-Patrie",10,3,19,7,2,9,15.7,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",5,7,52,2,8,10,12.1,1
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",7,1,75,18,27,45,25.3,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",9,2,141,28,46,74,17.9,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",6,2,16,3,3,6,23.3,0
"Souligny / Desmarteau","Mercier - Hochelaga-Maisonneuve",10,6,9,0,1,1,12.5,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",9,5,5,1,1,2,20.4,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",6,6,153,5,28,33,18.5,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",8,6,110,12,15,27,21.4,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",7,7,89,2,18,20,19.5,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",6,7,41,2,12,14,22.2,0
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",10,2,40,19,9,28,9.4,0
"Boyer / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",8,6,42,0,0,0,20,0
"Graham / Brookfield","Mont-Royal",10,5,24,5,7,12,5.7,0
"St-Dominique / Rachel","Le Plateau-Mont-Royal",9,7,190,12,48,60,18.1,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",8,2,13,3,4,7,18.6,0
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",6,7,45,6,10,16,20.5,0
"Melville / de Maisonneuve","Westmount",5,2,105,5,36,41,14.5,0
"Brittany / Ainsley","Mont-Royal",10,5,10,1,2,3,5.7,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",9,3,43,17,7,24,19.8,0
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",8,4,79,16,20,36,16.9,0
"Boyer / Beaubien","Rosemont - La Petite-Patrie",10,6,245,9,46,55,7.2,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",5,3,7,0,4,4,14.5,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",5,5,69,15,15,30,14.4,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",6,6,58,2,14,16,21,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",10,5,5,0,2,2,5.7,0
"des Érables / Dandurand","Rosemont - La Petite-Patrie",8,5,66,13,13,26,24.5,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",5,5,78,10,26,36,17.4,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",6,5,27,6,7,13,18.4,0
"Métro Snowdon (Circle / Queen-Mary)","Côte-des-Neiges - Notre-Dame-de-Grâce",8,3,82,6,23,29,19.2,0
"St-Jacques / St-Laurent","Ville-Marie",5,2,50,3,23,26,14.5,0
"Gilford / Papineau","Le Plateau-Mont-Royal",7,5,111,18,24,42,23.2,0
"Melville / de Maisonneuve","Westmount",9,7,62,9,6,15,10.5,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",6,7,131,8,32,40,16.3,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",7,4,63,7,26,33,20.1,0
"Crescent / de Maisonneuve","Ville-Marie",8,5,171,13,58,71,19.7,0
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",5,1,29,4,13,17,16.4,0
"Irwin / Allard","LaSalle",5,1,19,4,7,11,15.3,0
"Boyer / Jean-Talon","Rosemont - La Petite-Patrie",6,6,106,5,17,22,18.5,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",7,7,4,0,1,1,23.8,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",9,4,55,13,10,23,21.6,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",8,7,66,0,11,11,20.4,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",7,1,71,11,17,28,20.4,0
"Saint-Rémi / Valois","Laval",8,6,3,0,1,1,27.4,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",5,5,2,0,0,0,20.3,0
"Atwater / Sherbrooke","Ville-Marie",10,7,31,3,7,10,13.1,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",10,2,31,10,10,20,7,0
"Desaulniers / Marquette","Longueuil",8,7,7,1,2,3,20.4,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",7,1,129,19,38,57,25.3,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",8,5,103,22,29,51,19.2,0
"Wilderton  / Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",5,4,69,18,14,32,11.1,0
"Parc de la Confédération (Fielding / West Hill)","Côte-des-Neiges - Notre-Dame-de-Grâce",10,5,26,1,9,10,5.7,0
"Graham / Brookfield","Mont-Royal",9,1,31,11,8,19,17.8,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",8,7,163,12,31,43,24.7,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",5,5,3,3,0,3,20.3,0
"Crescent / de Maisonneuve","Ville-Marie",5,5,232,13,75,88,17.4,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",10,7,6,0,3,3,14,0
"Parc Bariteau (Saint-Georges)","Longueuil",6,2,4,0,1,1,15,0
"St-Patrick / Briand","Le Sud-Ouest",5,3,55,11,21,32,16.7,0
"Crescent / de Maisonneuve","Ville-Marie",10,2,203,14,62,76,17,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",9,1,163,34,38,72,17.8,0
"Mayfield / St-Martin O","Laval",6,6,1,0,0,0,19.5,0
"Aylmer / Ste-Catherine","Ville-Marie",5,5,61,1,20,21,17.4,0
"St-Laurent / Joliette","Longueuil",8,6,14,0,5,5,22.4,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",10,3,73,19,18,37,9.7,0
"Hodge / Laperrière","Saint-Laurent",6,7,4,0,4,4,20.5,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",7,1,140,25,38,63,24.3,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",5,2,122,18,38,56,17.7,0
"Souligny / Desmarteau","Mercier - Hochelaga-Maisonneuve",9,1,10,2,3,5,22.4,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",7,2,25,9,3,12,24.8,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",8,3,168,14,62,76,19.2,0
"Parc du Bois-Franc (de l'Équateur / des Andes)","Saint-Laurent",10,3,4,2,0,2,15.7,0
"Aylmer / Ste-Catherine","Ville-Marie",10,6,34,3,10,13,12.5,0
"Travaux publics LaSalle (Cordner / Léger)","LaSalle",8,7,11,0,0,0,21.5,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",10,1,63,17,14,31,1.2,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",5,6,210,13,42,55,20.5,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",6,1,23,0,6,6,20.5,0
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",8,1,38,13,5,18,17.4,1
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",7,5,8,1,1,2,25.3,0
"Querbes / Laurier","Outremont",6,3,75,22,23,45,22.3,1
"St-Dominique / Rachel","Le Plateau-Mont-Royal",8,7,199,7,41,48,20.4,0
"de Côme / Jean-Talon","Saint-Léonard",10,6,9,0,2,2,9.9,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",9,2,6,2,1,3,23.1,0
"St-Dominique / Bernard","Le Plateau-Mont-Royal",8,3,52,9,14,23,19.2,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",7,3,170,26,28,54,22.9,1
"St-Patrick / Briand","Le Sud-Ouest",8,4,52,7,22,29,16.9,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",8,6,42,5,3,8,24.3,0
"Jean-Paul-Vincent / Adoncour","Longueuil",7,7,2,0,0,0,19.5,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",10,7,96,7,23,30,14,0
"Brébeuf / Curé-Poirier","Longueuil",8,3,18,4,2,6,18.1,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",6,2,179,31,51,82,26.7,0
"Graham / Brookfield","Mont-Royal",5,2,31,8,6,14,14.5,0
"de Côme / Jean-Talon","Saint-Léonard",10,2,11,0,2,2,16.4,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",9,7,96,12,26,38,21.7,0
